Overall Qual,Gr Liv Area,Garage Area,Garage Cars,Total Bsmt SF,1st Flr SF,Year Built,Year Remod/Add,Full Bath,Garage Yr Blt,Mas Vnr Area,TotRms AbvGrd,Id,SalePrice
5,1696,349.0,1.0,1140.0,1696,1962,1962,1,1962.0,0.0,8,1824,143900
4,1092,286.0,1.0,546.0,546,1970,1970,1,1970.0,0.0,5,2918,87550
9,1752,576.0,2.0,1752.0,1752,2005,2005,2,2005.0,412.0,6,49,319900
9,2473,675.0,3.0,1094.0,1102,2006,2006,2,2006.0,184.0,11,2332,356383
9,1800,702.0,2.0,1800.0,1800,2007,2007,2,2007.0,0.0,7,826,239000
7,2197,783.0,3.0,1080.0,1108,1993,1994,2,1993.0,320.0,9,1108,287500
5,1382,660.0,2.0,720.0,854,1941,1950,1,1991.0,0.0,7,2041,128500
7,1733,433.0,2.0,847.0,847,2004,2004,2,2004.0,0.0,7,57,185088
7,1402,625.0,2.0,1402.0,1402,2008,2008,2,2008.0,0.0,7,520,229800
5,887,288.0,1.0,864.0,887,1984,1984,1,1984.0,0.0,5,2305,124500
5,1051,504.0,2.0,1051.0,1051,1968,1968,1,1968.0,0.0,6,2533,142000
6,1510,216.0,1.0,755.0,755,1920,1950,1,1920.0,0.0,6,2852,149000
5,1656,506.0,2.0,1656.0,1656,1973,1973,2,1973.0,564.0,8,1198,135000
6,958,440.0,2.0,1078.0,958,1976,1976,2,1977.0,0.0,5,1681,128000
8,3228,546.0,2.0,3200.0,3228,1992,1993,3,1992.0,0.0,10,1773,430000
5,1040,686.0,2.0,1040.0,1040,1968,1968,1,1991.0,0.0,5,1825,145000
5,1250,552.0,2.0,661.0,661,1910,2003,2,1985.0,0.0,8,2208,139000
6,1868,477.0,2.0,585.0,1140,1984,2003,3,1984.0,74.0,7,1646,178000
10,2790,1150.0,4.0,1620.0,1632,2005,2006,2,2005.0,468.0,10,1060,460000
6,2134,441.0,2.0,844.0,1445,1916,1994,2,1930.0,0.0,10,748,214500
5,1928,0.0,0.0,686.0,948,1916,1995,2,1916.0,0.0,10,2846,160000
7,2060,390.0,2.0,992.0,1022,1999,1999,2,1999.0,298.0,8,493,214000
6,1378,162.0,1.0,901.0,861,1935,1998,1,1920.0,0.0,6,694,128900
4,1622,1356.0,4.0,1249.0,1622,1961,1975,1,1975.0,149.0,7,2283,168000
8,1088,461.0,2.0,1074.0,1088,1986,1986,1,1987.0,0.0,5,1632,170000
5,1040,286.0,1.0,1040.0,1040,1959,1959,1,1959.0,0.0,6,2624,133700
6,1502,180.0,1.0,602.0,900,1923,1996,1,1923.0,0.0,7,2197,165000
6,987,264.0,1.0,483.0,483,1971,1971,1,1971.0,604.0,5,1045,89500
6,1095,264.0,1.0,588.0,1095,1958,1958,1,1958.0,105.0,6,2549,140000
7,1709,380.0,2.0,970.0,970,2004,2004,2,2004.0,50.0,7,2829,134000
6,1731,462.0,2.0,836.0,844,1992,1993,2,1992.0,0.0,7,2480,248500
4,960,364.0,1.0,648.0,960,1965,2001,0,1965.0,0.0,3,2724,145000
6,1552,434.0,2.0,713.0,811,1975,1975,2,1975.0,0.0,6,2352,179900
8,1795,895.0,3.0,1795.0,1795,2006,2007,2,2007.0,428.0,7,1783,147000
5,1274,576.0,2.0,624.0,624,1991,1991,1,1993.0,0.0,6,338,136000
6,1196,576.0,2.0,572.0,848,1940,1950,1,1973.0,0.0,6,196,128000
4,704,220.0,1.0,560.0,704,1946,2001,1,1946.0,0.0,4,762,88750
5,972,305.0,1.0,972.0,972,1955,1955,1,1955.0,0.0,5,151,122500
6,1458,330.0,1.0,912.0,912,1948,1950,1,1948.0,0.0,6,158,97500
6,1008,430.0,2.0,1008.0,1008,1963,1963,1,1963.0,332.0,5,2572,135000
9,1828,774.0,3.0,1822.0,1828,2007,2007,2,2007.0,452.0,9,1686,314813
3,1526,0.0,0.0,1013.0,1013,1915,1982,1,1915.0,0.0,6,943,85000
6,1176,624.0,2.0,698.0,786,1937,2000,1,1999.0,0.0,4,735,134900
5,1057,288.0,1.0,1057.0,1057,1955,1999,1,1955.0,164.0,6,2741,137000
8,2113,839.0,3.0,2109.0,2113,1995,1995,2,1995.0,660.0,7,1106,350000
5,1387,300.0,1.0,943.0,1387,1967,1975,1,1974.0,0.0,6,2375,145000
9,2758,814.0,3.0,1704.0,1722,2005,2006,2,2005.0,365.0,9,1701,418000
3,840,250.0,1.0,798.0,840,1920,1950,1,1938.0,0.0,5,2657,64000
5,1520,281.0,1.0,793.0,848,1932,2000,1,1968.0,0.0,6,907,159434
8,1542,852.0,3.0,1542.0,1542,2007,2007,2,2007.0,164.0,6,1777,260261
5,1385,720.0,2.0,910.0,910,1952,1952,2,2000.0,0.0,6,164,166000
5,936,288.0,1.0,896.0,936,1962,1962,1,1962.0,0.0,6,1973,130000
5,1288,240.0,1.0,824.0,824,1941,1950,1,1941.0,0.0,6,2857,112000
5,1128,525.0,2.0,1120.0,1128,1963,1963,2,1963.0,148.0,6,1208,155000
8,1968,680.0,3.0,774.0,774,2009,2010,2,2009.0,84.0,8,319,269500
6,1246,441.0,2.0,1246.0,1246,1964,1964,1,1964.0,0.0,6,2567,172000
7,1740,240.0,1.0,800.0,960,1940,1984,1,1940.0,0.0,6,2222,219500
5,925,484.0,2.0,925.0,925,1963,1963,1,1990.0,0.0,5,2493,133500
7,1430,400.0,2.0,384.0,774,2000,2000,2,2000.0,0.0,8,1757,170000
8,1566,288.0,1.0,930.0,930,1900,2003,2,1930.0,0.0,7,184,150000
5,950,400.0,2.0,984.0,950,1953,1953,1,1953.0,0.0,5,1248,130000
5,1144,796.0,1.0,1144.0,1144,1959,1959,1,1959.0,128.0,6,2574,143000
5,1114,451.0,2.0,1114.0,1114,1961,1961,1,1961.0,0.0,5,1215,140000
7,2223,516.0,2.0,2223.0,2223,1973,1973,2,1973.0,1115.0,8,1614,244000
5,1111,288.0,1.0,530.0,581,1920,1996,1,1935.0,0.0,6,2039,101000
5,960,624.0,2.0,960.0,960,1958,1958,1,2002.0,0.0,5,2669,125000
6,1633,460.0,2.0,932.0,932,1998,1998,2,1998.0,0.0,7,1005,183000
6,2229,0.0,0.0,755.0,929,1912,1950,1,1912.0,0.0,8,753,104000
6,984,280.0,1.0,936.0,984,1954,1954,1,1954.0,0.0,4,1275,112500
6,1686,612.0,2.0,1686.0,1686,1980,1980,2,1980.0,157.0,7,2350,207500
7,1614,576.0,2.0,1614.0,1614,2005,2005,2,2005.0,140.0,7,2762,225000
5,864,297.0,1.0,864.0,864,1972,1972,1,1977.0,0.0,5,2788,119900
7,1740,874.0,3.0,1721.0,1740,2006,2006,2,2006.0,206.0,8,2384,293000
5,1721,440.0,2.0,1461.0,1721,1968,1993,2,1968.0,0.0,7,2716,180000
6,1034,888.0,3.0,1012.0,1034,1976,1976,1,1976.0,335.0,6,313,169900
6,1902,539.0,2.0,0.0,1318,1978,1978,2,1978.0,0.0,8,84,112000
6,1097,480.0,2.0,1040.0,1097,1984,1985,2,1986.0,0.0,6,81,152000
9,2206,670.0,3.0,1090.0,1117,2005,2006,2,2005.0,525.0,10,2389,300000
6,1117,672.0,2.0,1029.0,1117,1976,1976,1,1976.0,0.0,6,280,107000
4,2290,560.0,2.0,777.0,1246,1885,1950,2,1971.0,0.0,11,190,122500
6,948,264.0,1.0,483.0,483,1972,1972,1,1972.0,504.0,5,2371,89000
6,919,231.0,1.0,600.0,600,1940,1950,1,1940.0,0.0,5,213,95000
6,1152,412.0,2.0,912.0,1152,1968,1968,1,1968.0,41.0,7,1864,143450
9,2334,751.0,3.0,1590.0,1627,2009,2010,2,2009.0,162.0,10,37,376162
5,1264,461.0,2.0,1268.0,1264,1960,1960,1,1960.0,324.0,6,146,167500
5,1224,528.0,2.0,1086.0,1224,1979,1979,0,1979.0,275.0,6,809,153337
6,1369,300.0,1.0,672.0,697,1925,1950,2,1930.0,0.0,6,767,103600
5,894,308.0,1.0,894.0,894,1976,1976,1,1976.0,0.0,5,262,128200
6,1573,440.0,2.0,756.0,769,2000,2000,2,2000.0,216.0,5,101,177500
8,2250,756.0,3.0,1671.0,1687,2002,2002,2,2002.0,232.0,7,48,320000
6,1514,394.0,2.0,794.0,819,2000,2000,2,2000.0,0.0,7,489,190000
6,1218,0.0,0.0,672.0,672,1971,1971,1,1971.0,236.0,7,2369,91500
5,1387,256.0,1.0,811.0,811,1954,1954,2,1954.0,0.0,7,707,93000
4,1317,250.0,1.0,649.0,649,1920,1950,1,1920.0,0.0,6,1556,40000
6,1355,0.0,0.0,684.0,773,1914,2006,1,1914.0,0.0,7,2034,127000
4,952,330.0,1.0,756.0,952,1896,1950,1,1896.0,0.0,5,308,50138
6,1113,504.0,1.0,1143.0,1113,1976,1976,1,1987.0,174.0,6,2176,148000
5,778,924.0,1.0,740.0,778,1940,1955,1,1966.0,0.0,4,1549,120500
6,1489,240.0,1.0,778.0,944,1940,1950,2,1940.0,0.0,7,909,139500
9,1698,768.0,3.0,1698.0,1698,2007,2008,2,2007.0,340.0,8,892,320000
7,2267,498.0,2.0,1005.0,1262,1937,1980,1,1937.0,0.0,7,2045,219000
5,902,484.0,2.0,864.0,902,1983,1983,1,1983.0,0.0,5,2927,131000
6,1495,440.0,2.0,738.0,738,2006,2006,2,2006.0,0.0,7,1732,171925
5,1384,404.0,2.0,1348.0,1384,1996,1997,2,1996.0,0.0,7,998,177900
6,1436,228.0,1.0,585.0,851,1921,1950,1,1992.0,0.0,7,2203,141500
6,1636,440.0,2.0,952.0,952,1998,1999,2,1998.0,0.0,7,356,191000
6,1158,576.0,2.0,1158.0,1158,2004,2004,1,2006.0,0.0,5,2475,158000
8,1646,870.0,3.0,1638.0,1646,2006,2007,2,2007.0,274.0,6,2264,248900
5,1768,240.0,1.0,731.0,981,1937,1950,1,1939.0,252.0,7,2201,175000
6,1565,299.0,1.0,1187.0,1565,1965,2000,2,1965.0,0.0,7,2545,185900
7,1768,320.0,2.0,880.0,880,1914,1970,1,1914.0,0.0,6,2660,163000
5,1396,0.0,0.0,660.0,1060,1951,1951,2,1951.0,0.0,8,2882,115000
6,1096,484.0,2.0,1008.0,1096,1978,1978,1,1978.0,39.0,6,1379,157500
7,2312,658.0,3.0,1177.0,1223,1999,1999,2,1999.0,210.0,8,491,245000
8,1337,462.0,2.0,1337.0,1337,1993,1993,2,1993.0,0.0,5,1002,180000
7,1102,480.0,2.0,551.0,551,2004,2004,2,2004.0,0.0,4,1848,148800
2,438,246.0,1.0,290.0,438,1920,1950,1,1930.0,0.0,3,908,60000
5,1033,504.0,2.0,456.0,1033,1976,1976,1,1976.0,222.0,6,1490,165000
7,2327,596.0,2.0,1129.0,1129,2003,2003,2,2003.0,0.0,9,1465,240000
7,1187,420.0,2.0,1168.0,1187,1992,1993,2,1992.0,52.0,6,1627,160000
6,1340,440.0,1.0,780.0,816,1945,1950,1,1945.0,0.0,6,2849,128000
4,1152,0.0,0.0,0.0,1152,1955,1955,2,1955.0,0.0,6,1501,82000
6,1567,542.0,2.0,1562.0,1567,1966,2008,2,1966.0,210.0,5,626,256000
7,1482,324.0,2.0,650.0,832,1920,1988,1,1930.0,0.0,7,722,143000
7,1689,433.0,2.0,1689.0,1689,2006,2007,2,2007.0,0.0,7,2260,231713
5,1424,828.0,3.0,1100.0,1424,1969,1990,1,1969.0,0.0,7,1639,155000
5,816,264.0,1.0,816.0,816,1983,1983,1,1983.0,0.0,4,1603,128500
7,1424,312.0,1.0,1228.0,1424,1921,1950,2,1921.0,174.0,7,1520,168000
7,1479,484.0,2.0,725.0,725,1972,2004,1,1972.0,138.0,7,1665,184000
5,1025,0.0,0.0,1025.0,1025,1962,1962,1,1962.0,0.0,6,2635,124000
6,1442,615.0,2.0,1442.0,1442,1970,1970,2,1970.0,571.0,6,581,185000
8,1936,504.0,2.0,1406.0,1454,2000,2000,2,2000.0,40.0,7,2435,230500
7,1939,555.0,3.0,1054.0,1070,1998,1998,2,1998.0,227.0,8,2799,227000
6,1476,540.0,2.0,738.0,738,2005,2005,2,2005.0,0.0,7,883,173500
5,898,326.0,1.0,833.0,898,1968,1968,1,1968.0,0.0,6,2537,140000
6,1034,504.0,2.0,456.0,1034,1978,1978,1,1978.0,23.0,5,774,149900
5,1174,528.0,2.0,864.0,1174,1978,1978,1,1978.0,180.0,5,1447,158000
7,1080,496.0,2.0,530.0,530,2003,2003,2,2003.0,0.0,4,104,147110
6,1376,198.0,1.0,780.0,780,1937,1950,2,1937.0,0.0,7,2694,119500
5,1567,440.0,2.0,840.0,840,1940,1950,1,1961.0,0.0,6,920,205000
5,1534,0.0,0.0,736.0,751,1895,1999,1,1895.0,0.0,6,1951,148000
8,1616,608.0,2.0,1595.0,1616,1995,1996,2,1995.0,0.0,5,9,236500
5,1551,240.0,1.0,1058.0,1058,1938,1950,2,1938.0,0.0,6,2848,137000
5,960,330.0,1.0,960.0,960,1955,1955,1,1955.0,0.0,5,614,122000
7,1302,436.0,2.0,1302.0,1302,2007,2007,2,2007.0,0.0,6,1736,176485
5,816,210.0,1.0,816.0,816,1925,1950,1,1925.0,0.0,4,2686,109000
7,1502,286.0,1.0,1502.0,1502,1998,1998,1,1998.0,239.0,5,2257,330000
6,1133,308.0,1.0,192.0,1133,2008,2008,1,2008.0,0.0,7,1284,143000
9,3078,806.0,3.0,1408.0,1671,1998,1998,2,1998.0,422.0,9,1765,410000
6,1721,471.0,2.0,928.0,936,1994,1994,2,1994.0,105.0,7,1811,201000
4,1760,648.0,2.0,1077.0,981,1910,1950,1,1935.0,0.0,7,2603,80000
6,2320,180.0,1.0,1028.0,1436,1945,2002,2,1945.0,0.0,9,2220,259500
7,2486,452.0,2.0,1122.0,1146,2003,2004,3,2003.0,94.0,10,2273,279900
5,1246,305.0,1.0,1246.0,1246,1959,1994,1,1959.0,0.0,6,163,154000
6,2144,389.0,2.0,1444.0,1444,1958,2006,2,1958.0,472.0,7,2116,277000
5,1150,215.0,1.0,799.0,799,1942,1950,1,1942.0,0.0,6,2734,128000
8,1600,890.0,3.0,1566.0,1600,2007,2007,2,2007.0,640.0,7,426,256300
4,1755,231.0,1.0,930.0,1230,1930,2003,2,1930.0,0.0,7,2216,188000
8,1800,765.0,3.0,1800.0,1800,2002,2002,2,2002.0,630.0,7,2900,312500
7,1200,480.0,2.0,600.0,600,2004,2005,2,2004.0,0.0,4,97,151000
5,1365,440.0,2.0,765.0,765,1971,1971,1,1971.0,376.0,6,1680,122500
6,1696,542.0,2.0,835.0,835,2003,2003,2,2003.0,0.0,7,1133,188000
7,1809,638.0,2.0,945.0,945,2005,2006,2,2005.0,0.0,8,2761,209700
8,2234,724.0,2.0,2220.0,2234,2006,2006,1,2006.0,945.0,7,1642,441929
6,1680,474.0,2.0,886.0,886,1993,1994,2,1993.0,120.0,7,1141,163000
6,2087,444.0,2.0,832.0,976,1966,2007,2,1966.0,157.0,9,2118,187500
8,1513,521.0,2.0,1462.0,1513,1999,2000,2,1999.0,260.0,5,870,220000
5,1107,308.0,1.0,949.0,1107,1967,1993,1,1967.0,0.0,5,1875,127000
5,827,392.0,1.0,0.0,827,1955,2007,1,1967.0,0.0,5,155,107500
6,1484,0.0,0.0,742.0,742,1914,2001,2,1914.0,0.0,9,1318,128000
5,764,504.0,2.0,680.0,764,1925,2004,1,1965.0,0.0,4,1285,73000
9,1792,874.0,3.0,1792.0,1792,2003,2004,2,2003.0,562.0,6,2400,374000
8,2649,746.0,3.0,1479.0,1515,2001,2002,2,2001.0,1110.0,10,1068,421250
6,1593,389.0,2.0,808.0,808,1992,1993,2,1993.0,0.0,7,361,178000
4,1181,588.0,2.0,1138.0,1181,1972,1972,2,1974.0,0.0,6,1493,137500
8,1987,691.0,2.0,1986.0,1987,1994,1994,2,1994.0,554.0,7,1110,301500
6,1242,180.0,1.0,583.0,647,1935,1950,1,1926.0,0.0,6,911,105000
6,976,504.0,2.0,976.0,976,1968,2004,1,1968.0,203.0,4,2535,157500
5,1214,216.0,1.0,969.0,969,1901,1950,1,1920.0,0.0,6,2030,117000
5,864,336.0,1.0,864.0,864,1962,1962,1,1962.0,0.0,5,2634,105000
6,1639,240.0,1.0,1064.0,1166,1936,1950,1,1936.0,0.0,6,1530,115000
9,1736,834.0,3.0,1736.0,1736,2008,2008,2,2008.0,302.0,7,435,360000
5,1535,400.0,2.0,0.0,1535,1979,1979,2,1979.0,0.0,8,812,118858
6,1632,484.0,2.0,800.0,800,1966,2000,1,1966.0,252.0,7,1202,173000
3,725,320.0,1.0,630.0,725,1890,1998,1,1959.0,0.0,4,666,78500
7,1720,440.0,2.0,840.0,840,2004,2004,2,2004.0,0.0,7,1751,183500
4,936,576.0,2.0,936.0,936,1953,1953,1,1974.0,0.0,4,705,93000
8,1589,630.0,3.0,1406.0,1589,2003,2003,2,2003.0,72.0,7,1744,226500
6,1571,380.0,2.0,799.0,799,1993,1994,2,1993.0,0.0,7,357,178000
7,1479,558.0,2.0,1453.0,1479,2003,2003,2,2003.0,167.0,7,2133,226000
5,1632,898.0,2.0,784.0,784,1969,1969,1,1969.0,178.0,7,989,173000
5,864,360.0,1.0,864.0,864,1965,1965,1,1965.0,0.0,5,562,62383
9,2713,858.0,3.0,1452.0,1476,2008,2008,2,2008.0,268.0,11,1054,446261
7,1479,312.0,1.0,624.0,743,1926,1997,1,1926.0,0.0,6,2850,160000
7,1576,668.0,3.0,1393.0,1576,2004,2004,2,2004.0,24.0,7,1082,219990
7,1479,577.0,2.0,1468.0,1479,1999,2000,2,1999.0,125.0,6,1440,191000
5,1060,308.0,1.0,756.0,916,1925,1994,1,1969.0,0.0,6,2006,136500
4,943,308.0,1.0,0.0,943,1958,1994,1,1958.0,0.0,5,2082,80000
7,2183,786.0,3.0,1204.0,1377,1988,1988,2,1988.0,178.0,9,2344,229000
7,1949,574.0,2.0,1050.0,1062,1993,1994,2,1993.0,246.0,8,248,236000
10,1824,932.0,3.0,1824.0,1824,2006,2007,2,2006.0,242.0,8,2276,392000
6,1930,316.0,1.0,720.0,1146,1927,1950,2,1927.0,0.0,8,755,149000
10,2393,846.0,2.0,970.0,1469,1998,1999,2,1998.0,0.0,7,1178,345000
5,2014,624.0,2.0,716.0,1007,1900,2005,2,1900.0,0.0,8,2636,169000
4,1242,336.0,1.0,484.0,1242,1946,1950,1,1946.0,0.0,4,2077,109900
7,2000,650.0,3.0,996.0,996,1993,1994,2,1993.0,94.0,9,2930,188000
6,1412,280.0,1.0,780.0,825,1939,1950,1,1939.0,0.0,6,737,132500
5,990,440.0,1.0,990.0,990,1994,1994,1,1995.0,0.0,5,837,143000
5,1342,256.0,1.0,1342.0,1342,1951,1951,1,1951.0,0.0,7,2086,125000
9,1868,1085.0,3.0,1868.0,1868,2005,2005,2,2005.0,568.0,7,2385,415000
4,1363,528.0,2.0,622.0,741,1910,1950,1,1966.0,0.0,6,189,125500
6,1632,338.0,1.0,1240.0,1632,1958,1988,2,1958.0,183.0,6,635,139000
10,2296,842.0,3.0,1722.0,1728,2008,2008,2,2008.0,420.0,10,432,451950
5,1678,0.0,0.0,1678.0,1678,1959,1959,2,1959.0,74.0,10,900,119900
8,1296,471.0,2.0,1267.0,1296,2001,2002,2,2001.0,136.0,6,966,220000
6,1587,525.0,2.0,1587.0,1587,1971,1971,2,1971.0,302.0,7,1612,167300
5,1298,256.0,1.0,720.0,854,1941,1950,1,1940.0,0.0,6,904,122000
5,1728,504.0,2.0,1728.0,1728,1963,1963,2,1963.0,336.0,10,2487,125000
5,928,288.0,1.0,928.0,928,1957,1957,1,1957.0,0.0,5,1304,112500
7,1795,578.0,2.0,879.0,879,2005,2006,2,2005.0,0.0,7,2112,191000
6,1080,288.0,1.0,1080.0,1080,1958,1958,1,1958.0,135.0,5,1244,136000
7,1779,546.0,2.0,866.0,866,1998,1998,2,1998.0,0.0,6,843,197900
6,1635,255.0,1.0,485.0,1001,1910,2003,1,1950.0,0.0,5,2689,117000
7,1220,632.0,2.0,1199.0,1220,2006,2006,2,2006.0,84.0,6,2753,194000
9,1310,545.0,2.0,1310.0,1310,2001,2001,1,2001.0,179.0,5,1169,285000
5,1355,0.0,0.0,644.0,808,1940,1999,2,1940.0,0.0,6,1376,127500
7,2295,590.0,2.0,1095.0,1166,1992,2000,2,1992.0,0.0,9,2503,268000
4,1798,342.0,2.0,1075.0,1156,1900,1950,2,1935.0,0.0,7,1987,137000
7,1620,578.0,2.0,1620.0,1620,1967,1967,2,1967.0,0.0,8,1190,215000
5,1216,336.0,1.0,1216.0,1216,1955,1955,1,1955.0,0.0,5,1930,129500
5,1344,240.0,1.0,896.0,896,1936,1950,1,1936.0,0.0,7,2677,115000
5,1159,288.0,1.0,747.0,747,1925,1950,1,1932.0,0.0,5,1256,114000
4,1056,384.0,1.0,1056.0,1056,1966,1966,1,1966.0,0.0,5,2484,107000
5,1216,336.0,1.0,832.0,832,1947,1950,1,1947.0,0.0,6,1253,118500
6,1158,208.0,1.0,862.0,950,1929,1950,1,1929.0,0.0,5,1337,120000
8,1538,484.0,2.0,1538.0,1538,2005,2005,2,2005.0,148.0,7,1788,260000
5,1143,308.0,1.0,1143.0,1143,1959,1959,1,1959.0,150.0,6,141,136000
4,872,480.0,4.0,858.0,872,1971,1971,1,1974.0,0.0,5,1669,123000
6,1406,0.0,0.0,319.0,1035,1920,1950,1,1920.0,0.0,6,1366,89500
6,1324,430.0,2.0,1324.0,1324,2005,2005,2,2005.0,0.0,6,52,199500
5,904,408.0,1.0,876.0,904,1966,1966,1,1966.0,41.0,6,1380,109900
7,2080,282.0,1.0,1276.0,1276,1926,2004,1,1926.0,0.0,9,919,234000
6,848,420.0,2.0,848.0,848,2004,2004,1,2004.0,169.0,3,2804,155900
4,1788,304.0,1.0,1104.0,1104,1957,1989,1,1957.0,0.0,8,782,161500
6,1344,525.0,2.0,819.0,1344,1958,1958,1,1958.0,541.0,7,956,137500
5,2256,0.0,0.0,840.0,1128,1910,1950,2,1910.0,0.0,12,187,76500
6,2060,521.0,2.0,1151.0,1164,1988,1989,2,1988.0,268.0,8,2074,211000
6,1337,511.0,2.0,1405.0,1337,1998,1999,2,1998.0,0.0,5,1039,181000
6,1165,490.0,2.0,1127.0,1165,1966,1966,1,1966.0,183.0,6,1210,174900
5,1320,564.0,2.0,1164.0,1320,1966,1966,1,1966.0,97.0,6,2710,164500
7,1535,532.0,2.0,1517.0,1535,2004,2004,2,2004.0,168.0,7,44,214000
7,2044,489.0,2.0,738.0,1277,1980,1988,2,1980.0,280.0,7,1026,185000
4,1136,336.0,1.0,704.0,624,1929,1950,1,1990.0,0.0,6,1343,123000
6,1299,486.0,2.0,1001.0,1299,1979,1979,2,1979.0,0.0,5,2248,183500
8,1441,492.0,2.0,776.0,764,1999,2000,2,1999.0,456.0,5,1849,174000
5,1630,649.0,2.0,1073.0,1630,1953,1953,2,1953.0,0.0,6,2076,130000
7,1641,546.0,2.0,728.0,832,1925,1990,1,1925.0,0.0,6,2641,178000
5,1629,482.0,2.0,928.0,928,1997,1998,2,1997.0,0.0,6,5,189900
6,848,420.0,2.0,848.0,848,2003,2004,1,2003.0,170.0,4,878,144000
6,816,432.0,1.0,816.0,816,1930,2007,1,2002.0,0.0,5,1548,120500
5,1097,672.0,2.0,1097.0,1097,1994,1995,1,1995.0,0.0,6,841,145000
8,1652,499.0,2.0,1494.0,1652,2000,2000,2,2000.0,0.0,6,1621,251000
4,1768,0.0,0.0,1768.0,1768,1968,1968,2,1968.0,0.0,8,218,136500
4,1152,0.0,0.0,0.0,1152,1955,1955,2,1955.0,58.0,6,1504,82500
2,810,280.0,1.0,0.0,810,1910,1950,1,1975.0,0.0,4,946,57625
7,1358,484.0,2.0,1350.0,1358,2007,2008,2,2008.0,176.0,6,455,212500
6,1216,402.0,2.0,1216.0,1216,1998,1998,2,1998.0,116.0,5,2906,164000
6,1638,384.0,1.0,967.0,967,1957,1957,2,1957.0,327.0,6,2878,139000
7,1252,462.0,2.0,600.0,624,1999,2000,2,1999.0,212.0,4,1173,160000
5,883,698.0,2.0,828.0,883,1992,1993,1,1998.0,0.0,5,985,149000
5,874,288.0,1.0,864.0,874,1968,1968,1,1968.0,0.0,5,975,130000
7,1710,480.0,2.0,576.0,902,1921,1950,2,1990.0,0.0,9,202,140000
8,1836,517.0,2.0,1836.0,1836,2008,2009,2,2009.0,288.0,8,528,264500
5,1092,299.0,1.0,1092.0,1092,1957,1957,1,1957.0,0.0,6,2579,141000
6,1334,630.0,2.0,1350.0,1334,1977,1977,2,1977.0,360.0,6,591,167900
6,1429,572.0,2.0,1144.0,1429,1960,1987,1,1960.0,85.0,7,1897,181900
8,1566,750.0,2.0,1566.0,1566,2008,2008,2,2008.0,36.0,7,70,262500
7,2288,520.0,2.0,908.0,1316,1977,1992,1,1977.0,283.0,8,590,230000
9,1709,506.0,2.0,1698.0,1709,1999,2000,2,1999.0,60.0,5,1172,328900
8,1721,554.0,2.0,1721.0,1721,2005,2005,2,2005.0,210.0,7,1714,232698
8,1254,810.0,3.0,1254.0,1254,2008,2008,2,2008.0,140.0,5,829,221800
5,1350,627.0,3.0,576.0,864,1941,1973,1,1973.0,0.0,6,1397,152400
7,1630,451.0,2.0,1630.0,1630,2000,2001,2,2000.0,171.0,6,877,213000
7,1585,449.0,2.0,784.0,831,2005,2005,2,2005.0,96.0,7,2477,184900
5,1336,375.0,1.0,1165.0,1336,1953,1953,1,1953.0,56.0,5,2871,157000
5,1211,576.0,2.0,864.0,1211,1962,2002,1,1972.0,0.0,6,2489,144000
6,1353,478.0,2.0,1259.0,1353,1979,1999,2,1979.0,253.0,5,1655,192350
7,1200,440.0,2.0,1174.0,1200,1966,1966,2,1966.0,202.0,6,1891,163500
7,2329,514.0,2.0,1475.0,1532,1990,1990,2,1990.0,99.0,10,1419,262280
7,1536,532.0,2.0,1536.0,1536,2002,2003,2,2002.0,113.0,7,1473,214000
6,1811,470.0,2.0,1073.0,1811,1956,2004,1,1956.0,0.0,6,2868,230000
7,2172,947.0,3.0,1063.0,1071,2006,2006,2,2006.0,350.0,9,1695,280000
4,1073,720.0,2.0,1073.0,1073,1957,1980,1,1985.0,0.0,6,2244,140000
6,1839,442.0,2.0,756.0,1051,1966,1966,1,1966.0,351.0,7,169,155000
3,1020,0.0,0.0,1020.0,1020,1918,1950,1,1918.0,0.0,5,2670,64500
6,1802,1017.0,4.0,946.0,964,1993,1993,2,2000.0,85.0,8,247,218000
5,1009,576.0,2.0,995.0,1009,1977,1977,2,1977.0,51.0,6,2137,160000
8,1338,598.0,2.0,1338.0,1338,2007,2007,2,2007.0,0.0,6,1794,208900
5,3820,624.0,2.0,0.0,3820,1959,1996,3,1959.0,0.0,11,1498,284700
7,1392,540.0,2.0,689.0,703,2007,2007,2,2007.0,0.0,5,1164,146000
8,1288,500.0,2.0,1260.0,1288,1996,1996,1,1996.0,0.0,4,1179,245500
6,1013,160.0,1.0,992.0,1013,1926,1950,1,1926.0,0.0,6,1340,113000
8,1782,932.0,3.0,1782.0,1782,2004,2005,2,2004.0,238.0,7,436,296000
9,1922,676.0,3.0,1922.0,1922,2005,2006,2,2005.0,200.0,8,1636,377426
10,1718,786.0,3.0,1700.0,1718,2006,2007,2,2008.0,230.0,7,421,337500
10,2492,949.0,3.0,2492.0,2492,2004,2005,2,2004.0,730.0,8,457,552000
4,936,265.0,1.0,624.0,624,1948,1950,1,1948.0,0.0,5,2834,97900
6,1218,676.0,2.0,1218.0,1218,2009,2009,2,2009.0,0.0,4,517,208300
7,1820,816.0,3.0,910.0,910,1996,1997,2,1996.0,0.0,8,1566,213000
7,1724,527.0,2.0,880.0,880,1998,1999,2,1998.0,0.0,8,1439,188000
6,1336,488.0,2.0,1121.0,1336,1958,1958,1,1958.0,632.0,7,2577,162000
